Epoch,Train Acc,Val Acc,Train Loss,Val Loss
0,0.06919642857142858,0.07350352112676056,2.3200293268476213,2.3082752227783203
1,0.11218208874458875,0.10084727112676056,2.303473881312779,2.296260714530945
2,0.13883252164502163,0.16730853873239437,2.26883932522365,2.234319567680359
3,0.21949404761904762,0.17121478873239437,2.2105392728533064,2.216952681541443
4,0.25297619047619047,0.2634793133802817,2.191007035119193,2.1696358919143677
5,0.313379329004329,0.26815580985915494,2.145413909639631,2.137246608734131
6,0.32244318181818177,0.2634793133802817,2.124975715364729,2.127650737762451
7,0.35217126623376627,0.3494718309859155,2.106842654091971,2.084428548812866
8,0.3985051406926407,0.379181338028169,2.0729573454175676,2.0666189193725586
9,0.4056074134199134,0.3932658450704225,2.051280532564436,2.0480141639709473
10,0.4167681277056277,0.39794234154929575,2.044048019817897,2.034921407699585
11,0.41619318181818177,0.41120158450704225,2.041516661643982,2.0333927273750305
12,0.44565070346320346,0.41356734154929575,2.033083200454712,2.0282843708992004
13,0.4524824134199134,0.47375660211267606,2.0212844950812205,1.980626404285431
14,0.482616341991342,0.4729863556338028,1.996786253792899,2.0176814198493958
15,0.5067640692640693,0.6105853873239437,1.9776979173932756,1.9214691519737244
16,0.5515422077922078,0.5190911091549295,1.952180027961731,1.9547487497329712
17,0.5320278679653679,0.6324823943661972,1.9542964015688216,1.895515263080597
18,0.5819805194805195,0.6324823943661972,1.9239614520754134,1.8866033554077148
19,0.6016301406926406,0.6770466549295775,1.9107228517532349,1.874699354171753
20,0.630952380952381,0.5730633802816901,1.8999181815556117,1.9022133350372314
21,0.6322037337662338,0.651243397887324,1.8939142397471838,1.8675286173820496
22,0.6984916125541126,0.6144916373239437,1.8545822245734078,1.878744900226593
23,0.679788961038961,0.6809529049295775,1.8536839144570487,1.8425205945968628
24,0.6601055194805195,0.6879951584507042,1.8612224204199654,1.8274282813072205
25,0.673058712121212,0.698943661971831,1.8440220355987549,1.8166542053222656
26,0.7073863636363635,0.5644806338028169,1.8300253323146276,1.9120022654533386
27,0.7033617424242424,0.731018926056338,1.8267054217202323,1.7922566533088684
28,0.7393465909090909,0.731018926056338,1.803396395274571,1.8027907609939575
29,0.7339353354978355,0.731018926056338,1.8033712080546789,1.7816103100776672
30,0.7690746753246753,0.6762764084507042,1.778433152607509,1.8130614161491394
31,0.7650500541125541,0.7130281690140845,1.7819164310182845,1.7838079929351807
32,0.7488501082251082,0.7779489436619718,1.7835331814629691,1.756626546382904
33,0.7879126082251082,0.698943661971831,1.7658894913537162,1.7858924865722656
34,0.7953192640692641,0.7779489436619718,1.74196491922651,1.7495278120040894
35,0.8066152597402597,0.7779489436619718,1.7288885116577148,1.7367242574691772
36,0.7894345238095238,0.7779489436619718,1.7376727376665388,1.7464990615844727
37,0.7623782467532468,0.7779489436619718,1.763692055429731,1.730069875717163
38,0.8001893939393939,0.7779489436619718,1.7157862867627824,1.7233197093009949
39,0.796976461038961,0.7779489436619718,1.7112750496183122,1.7179993391036987
40,0.8066152597402597,0.7779489436619718,1.6986994402749198,1.7192809581756592
41,0.8130411255411255,0.7779489436619718,1.6887062788009644,1.7136285901069641
42,0.8098281926406926,0.7779489436619718,1.6872896977833338,1.7070637941360474
43,0.8066152597402597,0.7779489436619718,1.6840017523084367,1.702642560005188
44,0.8098281926406926,0.7779489436619718,1.6800552436283656,1.7013037204742432
45,0.8066152597402597,0.7779489436619718,1.6810413258416312,1.7010063529014587
46,0.8066152597402597,0.7779489436619718,1.676883271762303,1.6930835843086243
47,0.8109442640692641,0.7779489436619718,1.6690830673490251,1.687742829322815
48,0.8110795454545455,0.7779489436619718,1.6767861672810145,1.6869738101959229
49,0.8121956168831169,0.7959397007042254,1.669724975313459,1.6844456195831299
50,0.8190273268398268,0.7779489436619718,1.6710880654198783,1.685362458229065
51,0.8024215367965368,0.8061179577464789,1.6680576971599035,1.6769678592681885
52,0.8310335497835498,0.8139304577464789,1.6596624170030867,1.6752085089683533
53,0.7360998376623377,0.5019256161971831,1.7375433615275793,1.9437214732170105
54,0.7529085497835498,0.7779489436619718,1.717841420854841,1.678399384021759
55,0.8197375541125541,0.8139304577464789,1.6542366572788783,1.670953631401062
56,0.8400974025974026,0.7904929577464789,1.6547313247408186,1.6677898168563843
57,0.8300527597402597,0.8139304577464789,1.6546724012919836,1.6659256219863892
58,0.8363433441558442,0.7888974471830985,1.6475950138909476,1.6684930324554443
59,0.8410781926406926,0.8139304577464789,1.6450499977384294,1.661961019039154
60,0.8455424783549784,0.6504731514084507,1.6468036345073156,1.8102471232414246
61,0.7580830627705628,0.8107944542253521,1.7161938633237566,1.6628050804138184
62,0.8444264069264069,0.7779489436619718,1.649718063218253,1.6723096370697021
63,0.85839420995671,0.8358274647887324,1.6321256501334054,1.6571059823036194
64,0.7590300324675325,0.8115647007042254,1.723886285509382,1.6729976534843445
65,0.8812567640692641,0.873349471830986,1.6320399045944214,1.6411983370780945
